round_dt,microhabitat,microhabitat_num,avg_Tsurface_open,avg_ToSun,avg_ToShade,avg_radiation,de,season,climate_change,dt,day
06/07/2020 6:00,open,1,31.40916667,31.48509471,31.71895117,106.8975,0.823589694,Summer,0,06/07/2020 6:00,0.25
06/07/2020 7:00,Rock-Large,8,34.32083333,35.5608039,32.42650169,302.8666667,0.410715563,Summer,0,06/07/2020 7:00,0.291666667
06/07/2020 8:00,Rock-Medium,7,36.6675,39.15302462,33.39694032,509.2425,0.101711092,Summer,0,06/07/2020 8:00,0.333333333
06/07/2020 9:00,Rock-Small,6,40.16166667,43.69944754,34.62859511,701.4766667,0.790919867,Summer,0,06/07/2020 9:00,0.375
06/07/2020 10:00,Rock-Medium,7,42.87416667,47.267922,35.65218823,856.2358333,1.884666479,Summer,0,06/07/2020 10:00,0.416666667
06/07/2020 11:00,Rock-Medium,7,44.7275,49.64470574,36.77107973,952.3358333,2.876486176,Summer,0,06/07/2020 11:00,0.458333333
06/07/2020 12:00,Rock-Medium,7,46.2125,51.2761628,37.32098689,982.5608333,3.433896501,Summer,0,06/07/2020 12:00,0.5
06/07/2020 13:00,burrow,2,46.62916667,51.54025941,38.40388842,951.7983333,NA,Summer,0,06/07/2020 13:00,0.541666667
06/07/2020 14:00,burrow,2,46.5325,50.88143501,39.64394836,858.2858333,NA,Summer,0,06/07/2020 14:00,0.583333333
06/07/2020 15:00,burrow,2,44.93333333,48.4130797,40.65872406,703.065,NA,Summer,0,06/07/2020 15:00,0.625
06/07/2020 16:00,burrow,2,43.6075,46.01690814,41.34072032,534.3216667,NA,Summer,0,06/07/2020 16:00,0.666666667
06/07/2020 17:00,burrow,2,41.26666667,42.47715692,41.37098317,332.9925,NA,Summer,0,06/07/2020 17:00,0.708333333
06/07/2020 18:00,burrow,2,39.10666667,39.07727134,40.62508681,136.8583333,NA,Summer,0,06/07/2020 18:00,0.75
06/07/2020 19:00,open,1,37.06,36.26269227,39.24020445,16.44444444,2.643513637,Summer,0,06/07/2020 19:00,0.791666667
07/07/2020 6:00,open,1,30.655,30.74356208,31.1296192,119.4475,1.450642158,Summer,0,07/07/2020 6:00,1.25
07/07/2020 7:00,open,1,33.74583333,34.96579418,31.64031439,312.3891667,0.638570384,Summer,0,07/07/2020 7:00,1.291666667
07/07/2020 8:00,Rock-Large,8,36.1075,38.67095954,32.68357076,533.2591667,0.084332904,Summer,0,07/07/2020 8:00,1.333333333
07/07/2020 9:00,Rock-Small,6,40.38,43.92395314,34.27738148,723.8258333,0.422880468,Summer,0,07/07/2020 9:00,1.375
07/07/2020 10:00,Rock-Medium,7,45.00333333,49.26446674,35.49101052,880.8766667,1.260801798,Summer,0,07/07/2020 10:00,1.416666667
07/07/2020 11:00,Rock-Medium,7,48.62916667,53.21072304,36.57807105,970.7591667,2.193089646,Summer,0,07/07/2020 11:00,1.458333333
07/07/2020 12:00,Rock-Medium,7,50.33833333,55.04291701,37.71946161,1008.049167,3.456371733,Summer,0,07/07/2020 12:00,1.5
07/07/2020 13:00,burrow,2,50.87833333,55.38527549,38.78280849,975.6866667,NA,Summer,0,07/07/2020 13:00,1.541666667
07/07/2020 14:00,burrow,2,48.66083333,52.83457617,39.87570085,883.4825,NA,Summer,0,07/07/2020 14:00,1.583333333
07/07/2020 15:00,burrow,2,45.49416667,48.99053483,40.71334641,731.6366667,NA,Summer,0,07/07/2020 15:00,1.625
07/07/2020 16:00,burrow,2,42.945,45.40107314,41.12672202,545.6991667,NA,Summer,0,07/07/2020 16:00,1.666666667
07/07/2020 17:00,burrow,2,40.58666667,41.86311251,41.14833262,345.2,NA,Summer,0,07/07/2020 17:00,1.708333333
07/07/2020 18:00,burrow,2,38.93083333,38.91986176,40.89065728,141.4291667,NA,Summer,0,07/07/2020 18:00,1.75
07/07/2020 19:00,open,1,36.7875,35.98449501,39.40261765,15.18583333,2.455345463,Summer,0,07/07/2020 19:00,1.791666667
08/07/2020 6:00,Rock-Medium,7,30.60666667,30.53548543,31.65452049,126.9258333,1.36051934,Summer,0,08/07/2020 6:00,2.25
08/07/2020 7:00,open,1,33.7725,35.10931651,31.999012,332.3508333,0.870700025,Summer,0,08/07/2020 7:00,2.291666667
08/07/2020 8:00,Rock-Large,8,36.1,38.79291613,32.96926581,552.2908333,0.085966003,Summer,0,08/07/2020 8:00,2.333333333
08/07/2020 9:00,Rock-Medium,7,40.76416667,44.3395761,34.41733549,734.9208333,0.369532105,Summer,0,08/07/2020 9:00,2.375
08/07/2020 10:00,Rock-Medium,7,45.24583333,49.52731884,35.44270529,892.9333333,1.364760265,Summer,0,08/07/2020 10:00,2.416666667
08/07/2020 11:00,Rock-Medium,7,48.65583333,53.26416747,36.6226708,988.9008333,2.287829181,Summer,0,08/07/2020 11:00,2.458333333
08/07/2020 12:00,Rock-Medium,7,50.2675,54.96778434,37.77873897,1016.508333,3.343350773,Summer,0,08/07/2020 12:00,2.5
08/07/2020 13:00,burrow,2,49.6875,54.28438181,38.95240301,974.91,NA,Summer,0,08/07/2020 13:00,2.541666667
08/07/2020 14:00,burrow,2,47.72083333,51.90703714,40.01310333,882.3308333,NA,Summer,0,08/07/2020 14:00,2.583333333
08/07/2020 15:00,burrow,2,44.97916667,48.38328137,40.7255964,731.3333333,NA,Summer,0,08/07/2020 15:00,2.625
08/07/2020 16:00,burrow,2,42.51166667,44.90533397,41.28221001,543.8541667,NA,Summer,0,08/07/2020 16:00,2.666666667
08/07/2020 17:00,burrow,2,40.45166667,41.72773557,41.23644977,342.5833333,NA,Summer,0,08/07/2020 17:00,2.708333333
08/07/2020 18:00,burrow,2,38.84916667,38.85433536,40.71625173,141.5283333,NA,Summer,0,08/07/2020 18:00,2.75
08/07/2020 19:00,open,1,37.01222222,36.26978794,39.33768155,17.65,2.675390191,Summer,0,08/07/2020 19:00,2.791666667
08/07/2020 19:00,Bush-Small,3,,,,,,,,,NA
08/07/2020 19:00,Bush-Medium,4,,,,,,,,,NA
08/07/2020 19:00,Bush-Large,5,,,,,,,,,NA
